driver_id,first_name,last_name,gender,age,phone,city,vehicle_type,rating,joining_date,status
299,Philip,Odonnell,Female,33,01140941198,Alexandria,Motorcycle,4.3,2024-10-16,Active
300,Brenda,Harris,Female,35,01266426259,Mansoura,Motorcycle,4.0,2026-05-15,Active
301,Jessica,Kidd,Male,55,01291445041,Giza,Motorcycle,4.0,2022-10-29,On Leave
302,Chad,Moore,Male,42,01198314827,Zagazig,Bicycle,4.8,2022-08-20,Active
303,Cindy,Weber,Male,55,01090829627,Giza,Motorcycle,4.6,2023-02-06,Active
304,Jackie,Dunn,Male,44,01542486149,Alexandria,Motorcycle,4.2,2024-07-10,Active
305,Megan,Dawson,Female,31,01085477231,Tanta,Motorcycle,4.6,2026-05-07,Active
306,Jacob,Frey,Male,30,01077026630,Tanta,Scooter,4.8,2023-09-02,Active
307,Wanda,Wyatt,Male,30,01132618471,Giza,Bicycle,4.3,2025-03-19,Active
308,Carl,Robinson,Male,47,01101571482,Cairo,Motorcycle,4.6,2023-01-03,Inactive
309,Joshua,Williams,Female,47,01577880258,Giza,Motorcycle,4.7,2025-01-26,Active
310,Sara,Hartman,Female,39,01155206111,Giza,Bicycle,3.9,2023-11-30,Active
311,Justin,Mora,Female,29,01235283089,Cairo,Car,3.9,2026-03-17,Active
312,Stephanie,Murphy,Male,39,01088867275,Alexandria,Motorcycle,4.5,2022-11-27,Active
313,Tara,Murray,Female,29,01131299124,Giza,Motorcycle,4.2,2023-02-12,Active
314,Travis,Rodriguez,Male,32,01132499669,Cairo,Scooter,4.5,2025-03-12,Active
315,Kevin,Vasquez,Female,40,01510913450,Alexandria,Motorcycle,3.8,2024-03-25,Active
316,Rebecca,Taylor,Female,37,01289330676,Zagazig,Motorcycle,4.6,2023-07-22,Active
317,Nancy,Richardson,Male,54,01518651950,Alexandria,Bicycle,4.2,2025-09-10,Active
318,Abigail,Allen,Male,50,01241974635,Zagazig,Motorcycle,4.6,2025-12-26,Active
319,Katelyn,Diaz,Male,30,01090046546,Alexandria,Bicycle,3.9,2026-02-16,Active
320,Ashley,Walters,Female,36,01105376439,Cairo,Motorcycle,4.0,2024-01-24,Active
321,Mandy,Morris,Male,29,01287966709,Giza,Scooter,3.8,2023-10-16,Active
322,Andrew,Petty,Male,40,01545260051,Alexandria,Motorcycle,4.2,2025-09-24,Active
323,Karla,Gonzalez,Female,27,01226605547,Cairo,Motorcycle,4.3,2023-07-18,Active
324,Stephen,Brady,Male,31,01058620268,Alexandria,Bicycle,3.8,2023-06-11,Active
325,Mario,Peterson,Female,49,01508127485,Cairo,Bicycle,4.6,2023-01-10,Active
326,Lauren,Dominguez,Male,35,01173095489,Cairo,Scooter,5.0,2023-10-16,Active
327,Joanna,Scott,Male,38,01534097544,Giza,Scooter,4.4,2025-12-25,Active
328,Tyler,Wilson,Female,27,01288144688,Alexandria,Motorcycle,4.8,2024-11-12,Active
329,Carrie,Gilmore,Male,22,01282342937,Cairo,Car,4.3,2026-01-08,Active
330,Michael,Hernandez,Male,25,01153892408,Alexandria,Motorcycle,4.7,2024-08-08,Active
331,Kathryn,Murray,Female,49,01266399316,Mansoura,Bicycle,4.7,2023-05-04,On Leave
332,Michael,Calderon,Female,25,01575400980,Cairo,Car,4.5,2024-05-01,Inactive
333,Mark,Morris,Male,26,01566245138,Cairo,Bicycle,4.1,2026-01-26,Active
334,Amy,Miller,Male,31,01148185269,Cairo,Motorcycle,3.9,2026-02-10,Active
335,Dennis,Rivera,Male,37,01197547746,Cairo,Scooter,4.4,2023-11-01,Active
336,Amy,Jones,Female,45,01173292922,Cairo,Motorcycle,4.1,2023-11-07,Active
337,Jessica,White,Male,47,01266773317,Alexandria,Scooter,4.6,2024-12-13,Active
338,Lisa,Mendez,Male,27,01039585343,Cairo,Motorcycle,4.5,2024-12-31,Active
339,Bruce,Collins,Female,35,01015834081,Cairo,Bicycle,4.2,2023-01-19,Active
340,Jonathan,Harris,Male,36,01548857256,Cairo,Scooter,4.3,2024-08-21,Active
341,Mary,Stewart,Male,28,01587720242,Zagazig,Motorcycle,3.8,2024-07-16,Active
342,Lisa,Morgan,Male,28,01238627257,Mansoura,Motorcycle,4.2,2023-11-04,Active
343,Brenda,Johnson,Female,36,01094625974,Cairo,Bicycle,4.7,2024-06-27,Active
344,Karen,Small,Male,42,01169627960,Cairo,Car,4.8,2025-06-10,Inactive
345,Paula,Wood,Female,21,01284067124,Giza,Car,4.6,2026-05-18,Active
346,Steven,Jones,Male,55,01286751969,Cairo,Bicycle,4.0,2026-05-29,Active
347,Ronald,Cordova,Male,46,01566069265,Cairo,Bicycle,4.2,2022-11-16,Active
348,Eric,Edwards,Male,27,01172320814,Assiut,Car,4.3,2023-12-29,Active
349,Mary,Hickman,Male,40,01563328646,Cairo,Motorcycle,4.3,2025-08-28,Active
350,Lance,Montgomery,Male,36,01081836889,Cairo,Motorcycle,4.8,2024-10-28,Active
351,Sherry,Perez,Male,52,01050705679,Giza,Motorcycle,4.6,2023-02-24,Active
352,Terri,Moreno,Female,51,01228384743,Zagazig,Motorcycle,3.8,2024-11-18,Active
353,Tammy,Burton,Female,39,01592308980,Zagazig,Scooter,4.9,2026-01-20,Active
354,John,Jenkins,Female,35,01512096198,Alexandria,Scooter,4.5,2022-09-21,Active
355,Kimberly,Jackson,Male,46,01547083062,Giza,Motorcycle,4.7,2022-11-13,Active
356,Cody,Gould,Female,50,01117696555,Alexandria,Car,4.0,2026-03-07,Active
357,Jasmin,Rojas,Female,53,01033255342,Zagazig,Bicycle,4.2,2022-09-28,Active
358,Mary,Hodges,Female,42,01127726083,Cairo,Bicycle,4.0,2024-03-10,Active
359,Charles,Holloway,Male,31,01525227949,Alexandria,Scooter,4.0,2025-04-12,Active
360,Patrick,Peterson,Female,34,01238805176,Cairo,Bicycle,4.3,2022-12-11,Active
361,Dennis,Miranda,Male,34,01004282043,Giza,Motorcycle,4.0,2025-02-08,Active
362,Mary,Johnson,Female,40,01236663909,Cairo,Motorcycle,4.8,2023-03-11,Active
363,Cindy,Horton,Male,51,01008742323,Alexandria,Bicycle,3.9,2024-05-11,Inactive
364,Jessica,Warren,Male,47,01137660973,Tanta,Motorcycle,4.8,2025-10-03,Active
365,Tammy,Pacheco,Male,23,01216168622,Cairo,Motorcycle,4.0,2024-08-31,Active
366,Jeanette,Brock,Female,53,01509417976,Alexandria,Motorcycle,5.0,2024-04-05,Active
367,Regina,Young,Male,46,01583674703,Cairo,Motorcycle,4.5,2024-03-24,Active
368,Joel,Quinn,Male,25,01069845059,Alexandria,Motorcycle,4.1,2022-07-17,Active
369,Julia,Jordan,Male,25,01232884380,Cairo,Motorcycle,4.5,2024-02-29,Active
370,Brett,Duran,Female,45,01085703665,Giza,Bicycle,4.7,2024-10-07,Inactive
371,Sherry,Rodriguez,Female,34,01229936438,Mansoura,Bicycle,4.4,2023-09-29,Active
372,Andrew,Shelton,Male,40,01203448309,Giza,Bicycle,3.9,2026-06-27,Active
373,Gary,Harper,Female,32,01275534269,Cairo,Motorcycle,4.4,2024-01-17,Inactive
374,Joseph,Foley,Female,29,01018706959,Cairo,Bicycle,4.7,2024-05-07,Active
375,Leslie,Turner,Male,30,01566832320,Alexandria,Scooter,4.5,2024-06-14,Active
376,Gerald,Walker,Male,28,01248071449,Giza,Motorcycle,3.9,2023-09-01,Active
377,Patrick,Vincent,Female,48,01541847317,Ismailia,Motorcycle,4.7,2024-06-25,Inactive
378,Kevin,Johnson,Female,24,01206842873,Zagazig,Motorcycle,4.7,2026-01-01,Active
379,Jay,Navarro,Female,40,01054827195,Cairo,Motorcycle,4.1,2024-11-22,On Leave
380,Thomas,Davies,Male,34,01286723860,Zagazig,Motorcycle,4.4,2024-08-19,Active
381,Katelyn,Thompson,Male,40,01050798065,Cairo,Motorcycle,4.4,2023-04-12,Active
382,William,Johnson,Male,43,01534782074,Sohag,Motorcycle,4.5,2023-01-24,Active
383,William,Martinez,Female,38,01184001054,Alexandria,Motorcycle,4.0,2025-06-05,Active
384,Jacqueline,Duarte,Female,40,01278969163,Tanta,Scooter,4.5,2024-04-28,Inactive
385,Jesse,Watkins,Male,48,01230639470,Mansoura,Motorcycle,4.3,2023-11-12,Active
386,Timothy,Jordan,Male,29,01176001220,Cairo,Motorcycle,4.4,2023-03-09,Active
387,Michele,Jones,Female,44,01144541072,Zagazig,Bicycle,5.0,2026-02-07,Active
388,James,Kramer,Female,29,01172764204,Cairo,Motorcycle,4.3,2025-10-21,Active
389,Larry,Fry,Female,50,01258677198,Mansoura,Scooter,4.4,2023-10-27,Active
390,Michael,Ware,Female,36,01013864616,Giza,Motorcycle,4.8,2024-05-01,Active
391,Monica,Ferrell,Male,50,01182390013,Cairo,Scooter,4.4,2022-11-09,Active
392,Terry,Wells,Female,24,01192685342,Zagazig,Car,4.7,2022-11-02,Active
393,Eddie,Parks,Male,32,01215318045,Giza,Motorcycle,4.8,2025-09-28,On Leave
394,David,Mcdonald,Male,47,01533123701,Sohag,Motorcycle,4.3,2023-12-30,Active
395,Joseph,Cole,Female,29,01043597379,Mansoura,Motorcycle,4.4,2023-06-14,Active
396,Kyle,Graham,Male,26,01014835052,Minya,Motorcycle,5.0,2024-06-25,Active
397,Sheri,Jackson,Female,33,01222577073,Giza,Bicycle,4.9,2024-02-01,Active
398,Kenneth,White,Female,55,01566293078,Giza,Motorcycle,4.5,2026-06-27,Inactive
399,Jessica,Hill,Male,51,01506683038,Tanta,Car,4.2,2026-03-09,Active
400,Laura,Webb,Male,30,01537079873,Cairo,Scooter,4.6,2022-08-11,Active
